,Category,Resume,num_unique_words,avg_word_length,num_tech_keywords,has_management_terms,has_degree,num_certs,num_langs,word_count,vocab_density
392,java developer,technical strength computer language swift html shell script mysql database mysql tool svn jenkins hudson software android studio eclipse oracle xcode operating system win mac high sierra education detail information technology goregaon maharashtra vidyalankar institute technology mumbai maharashtra thakur polytechnic mumbai maharashtra st john universal school java developer java developer tech mahindra skill detail java exprience month mysql exprience month database exprience month exprience month android exprience monthscompany detail company tech mahindra team size environment java mysql shell script webserver jenkins orformatter application take input file geneva modified file gmf geneva server read data generate bill backup bill invoice client customer bt invoice would sent across client billing contribution played role java developer involved applying change request current module worked requirement analysis development user story also preformed dev unit testing user story handled issue fixing bug prepare required program level userlevel documentation company tech mahindra team size environment java ejb mysql shell script webserver server jenkins staa encapsulation middleware layer acting interface client operational support system legacy system transforms legacy data various format tlv input form xmlhttp staa validation done response sent back end system back end system cs cosmos database business method deployed ejbs weblogic server shared across various market facing unit client contribution played role java developer involved creating service using worked requirement analysis development user story also preformed dev unit testing user story handled issue fixing bug worked migration java java,4.955827057601261,6.401709401709402,3.1780538303479458,1,1,0,4,5.459585514144159,0.6025641025641025
393,java developer,education detail master engineering information technology pune maharashtra mit bachelor engineering information technology pusad maharashtra amravati university pusad maharashtra p n junior college ssc pusad maharashtra kd highschool java developer java developer maxgen technology skill detail company detail company maxgen technology currently working infrasoft technology andheri java developer company mi generation tata sky tata power course done android mobile app development technology javacore java advance java jsf hibernate spring niit android location detector computing mobile device android data deduplication project work reduce redundant data system free memory store unique copy data location data help pointer access data java subject taught c language core java object oriented programming ootc database pps programming problem solving ad advance database ia information assurance security android programming skill c c java android database handled m access sql oracle national conference paper presented secure cipher index encrypted character data database dated pimpri chinchwad college engineering pune,4.59511985013459,6.52,2.8903717578961645,1,1,0,3,5.017279836814924,0.6533333333333333
394,java developer,education detail pjlce java developer java developer skill detail c exprience less year month c exprience less year month java exprience less year month d exprience less year month jdbc exprience month hibernate exprience less year month java exprience less year month javascript exprience month jquery exprience month ajax exprience monthscompany detail company almighty tech pvt ltd nagpur java developer organisation almighty tech pvt ltd nagpur designation java developer duration notice period day resolve bug develop per user requirement knowledge programming language c c d javaswing jdbc java scriptjqueryajax m office excel,3.8066624897703196,5.880434782608695,2.6390573296152584,1,0,0,3,4.532599493153256,0.4782608695652174
395,java developer,technicalskills springmvc hibernate jdbc java azureweb suntechnologies service jsp strut servlet restapi scripting javascript ajax html json opensourcetechnologies php database mssql mysql oracle webservers apachetomcatserver internettechnologiesand onesignalwebpushnotifications azurewebservices framework ionic html json operatingsystem linux mac o education detail computer engineering nashik maharashtra late gn sapkal coe nashik diploma computer technology nashik maharashtra k k wagh polytechnic nashik java developer java developer skill detail ajax exprience month database exprience month html exprience month exprience month java exprience month spring mvc exprience month ionic exprience month angular j exprience month spring exprience less year month java exprience less year monthscompany detail company replete business solution pvt ltd working java developer spring mvc mysql mssql java ajax javascript ionic framework angular j etc technology,4.23410650459726,6.933884297520661,3.091042453358316,0,0,0,5,4.804021044733257,0.5619834710743802
396,java developer,technicalskills springmvc hibernate jdbc java azureweb suntechnologies service jsp strut servlet restapi scripting javascript ajax html json opensourcetechnologies php database mssql mysql oracle webservers apachetomcatserver internettechnologiesand onesignalwebpushnotifications azurewebservices framework ionic html json operatingsystem linux mac o education detail computer engineering nashik maharashtra late gn sapkal coe nashik diploma computer technology nashik maharashtra k k wagh polytechnic nashik java developer java developer skill detail ajax exprience month database exprience month html exprience month exprience month java exprience month spring mvc exprience month ionic exprience month angular j exprience month spring exprience less year month java exprience less year monthscompany detail company replete business solution pvt ltd working java developer spring mvc mysql mssql java ajax javascript ionic framework angular j etc technology,4.23410650459726,6.933884297520661,3.091042453358316,0,0,0,5,4.804021044733257,0.5619834710743802
397,java developer,operating system window xp toolspackages visual basic uml packet tracer web technology core java advance java jsp hibernate spring language known c c database sql area interest software development programming academic project detail diploma title banking software used gsm technology transaction message security purpose environmentos window xp technology used frontend visual basic backend oracle title single sign created single sign mechanism network security environmentos window technology used frontend java backend oracle title text based graphical password overcome shoulder surfing attack created secure password system using random printing algo environmentos window technology used frontend java backend mysql company title agriculture management system created web application agriculture system farming environmentos window technology used frontend hibernate backend mysql education detail mecomputers computer pune maharashtra savitribai phule pune university ssc solapur maharashtra maharashtra secondary board java developer java developer skill detail java exprience month database exprience month hibernate exprience less year month jsp exprience less year month servlet exprience less year monthscompany detail company maxgen technology pvtltd working java developer hibernate technology developing web application using jsp servlet hibernate company prakshal academy working trainer taught n ccnarouting switching,4.605170185988092,6.798913043478261,2.8903717578961645,0,0,0,3,5.220355825078324,0.5380434782608695
398,java developer,computer language script jsp servlet html cs java script jquery ajax spring hibernate operating system microsoft database sql concept oops core java advance java development tool eclipse net bean ide web server apache tomcat detail hsc amravati maharashtra vidyabharati college ssc amravati maharashtra holy cross english school java developer java developer kunal service pvt ltd skill detail eclipse exprience less year month java exprience month hibernate exprience less year month spring exprience less year month jquery exprience less year monthscompany detail company kunal service pvt ltd currently working java developer winsol solution pvt ltd till date yr java developer kunal service pvt ltd,4.127134385045092,5.825242718446602,2.6390573296152584,0,0,0,5,4.6443908991413725,0.5922330097087378
399,java developer,education detail information technology pune maharashtra sawitribai phule pune university java developer java developer vertical software skill detail company detail company vertical software expertise design development web application using servlets jsp javascript html cs jquery ajax json experienced developing application using mvc architecture good understanding software development life cycle phase requirement gathering analysis design development unit testing language open source java spring hibernate frame scripting language server java jsp servlets db connectivity side program jdbc javascript jquery ajax json application server tomcat database mongodb mysql ides eclipse title expense ledger role java developer tool technology java jsp servlet mysql javascript json jquery ajax title trimurti developer realestate role java developer tool technology java jsp servlet mysql javascript json jquery ajax title vimay enterprise role java developer tool technology java jsp spring hibernate maven jquery ajax company higher secondary school pune,4.343805421853684,6.557142857142857,3.091042453358316,1,0,0,5,4.948759890378168,0.5428571428571428
400,java developer,technical programming language java servlet jsp spring boot web technology bootstrap javascript jquery ajax angularjs database mysql ide tool eclipse spring tool suit net bean sublime text atom operating system window xp achievement java developer certificate unanth technical institute java certificate solo learn command line crash course certificate udemy detail education detail mca pune maharashtra pune university bca amravati maharashtra amravati university hsc amravati maharashtra amravati university ssc amravati maharashtra amravati university java developer full stack java developer skill detail cs exprience less year month ajax exprience less year month servlet exprience less year month exprience less year month spring exprience less year month java exprience less year month jquery exprience less year month jsp exprience less year month javascript exprience less year month bootstrap exprience less year month spring boot exprience less year monthscompany detail company salcluster technology worked java developer developed project using java servlet jsp ajax web technology company salcluster technology llp technology core java servlet jsp bootstrap javascript jquery ajax bootstrap detail title gst sale billing software status completed duration month abstract web application made using java servlet jsp javascript jquery ajax mysql back end client website used billing includes gst billing generate print invoice five master page four common page master include customer master item master uom master setup master reason master common page like sale order payment sale return invoice title dinman news website status completed duration month abstract website using java servlet jsp javascript jquery ajax mysql back end client website used displaying online video text news title agri management website status completed duration month abstract website using java servlet jsp javascript jquery ajax mysql back end used purchasing selling vegetable india company omegasoft technology pvtltd company name omegasoft technology pvtltd iso certified company duration month technology java spring hibernate angularjs ajax kendoui bootstrap architecture mvc architecture service based programming module login registration role assignment payment internship detail title employment time status completed duration month abstract website using java spring hibernate angular j ajax mysql back end client website used posting newspaper india module admin panel epaper posting subscription many light weight website built using mvc architecture service based architecture also post advertisement website share news facebook social medium directly payment module user able make payment online debit credit card ewallet,5.087596335232384,6.227513227513228,3.5263605246161616,0,1,4,4,5.937536205082426,0.42592592592592593
401,java developer,team leading selfmotivated hard working strength ready learn new programming language punctual discipline respectfulness declaration hereby inform statement made true best knowledge belief education detail mca computer sciene amravati maharashtra sgbau amaravti java web developer skill detail core javajspservletspringhibernatestrutsjavascript exprience monthscompany detail company salcluster technology java web developer jsp servlet sprinng mvc technology,3.871201010907891,7.679245283018868,1.0986122886681098,1,0,0,3,3.9889840465642745,0.8867924528301887
402,java developer,language java operating system window linux centos database oracle sql derby embedded db ide eclipse oxygen tool sonarqube putty responsibilitis participated requirement gathering design development meeting reviewed code debugged error improve performance coordinated system partner finalize design confirm requirement consistently met deadline requirement production order collaborated developer identify alleviate number bug software provided maintenance development bug fix patch set existing application education detail bachelor engineering computer savitribai phule pune university java developer java developer aurus tech pvt ltd skill detail java exprience month linux exprience month adavance java exprience less year month derby exprience less year month oracle exprience less year monthscompany detail company aurus tech pvt ltd year working payment gateway solution provider core java hardworking java developer enthusiastic working multicultural team company aurus tech pvt ltd participated requirement gathering design development meeting reviewed code debugged error improve performance coordinated system partner finalize design confirm requirement consistently met deadline requirement production order  collaborated developer identify alleviate number bug software provided continued maintenance development bug fix patch set existing application,4.477336814478207,7.023529411764706,2.70805020110221,1,1,0,3,5.14166355650266,0.5117647058823529
403,business analyst,education detail computer science mumbai maharashtra mumbai university hsc mumbai maharashtra maharashtra state board ssc mumbai maharashtra maharashtra state board business analyst business analyst fino payment bank skill detail company detail company fino payment bank key role indepth requirement input gathering achievement conducted indepth requirement input gathering concerned stakeholder business smes technical architect business architect create artifact like business requirement document brd arrive functional requirement development team created functional specification document fsd highlighting technical implementation use case led merchant commission module endtoend coordinated cug live designed account opening process flow endtoend time bank going live spoc configuration account level customer level production led cash controlling process field user per requirement business team design build proof concept validate viability alternate approach determine optimum choice involved process design development product performed functional testing entire system provided support uat preparing uat test case performing uat test onboard new process bau worked development team arriving detailed technofunctional specification participate feasibility analysis conducting twice week meeting vendor discus status cr resolve technical query company fino paytech pvt ltd key role requirement gathering development testing achievement requirement gathering preparation traceability matrix preparation execution use case developing test plan based requirement airtel zambia national partner led employee profile creation maintenance employee detail database preparation flow endtoend development testing module designed flow process capa corrective action preventive analysis module maintain audit finding raised internal audit team designed expense management module automated endtoend inhouse expense flow designed pmo tool parivartan used tracking project endtoend,5.0369526024136295,7.0653061224489795,1.6094379124341003,1,1,0,1,5.5053315359323625,0.6244897959183674
404,business analyst,technical application server ii jboss database sql oracle report tool ireport crystal report career grapheducation detail business analyst business analyst zensar technology ltd skill detail crystal report exprience month database exprience month exprience month ii exprience month ii exprience monthscompany detail company zensar technology ltd location goregoan mumbai client sun pharmaceutical designation business analyst role requirement gathering gap analysis support end user training documentation company proteus technology pvt ltd base information management pvt ltd mumbai base software service provider core competency proven track record installation enterprise wide solution base customer come industry wide pharmaceutical life science plastic engineering chemical company wing infonet pvt ltd solution provider company company provides comprehensive technology solution accounting trade payroll asset management firm across world company hiral tektronix pvt ltd software relates recruitment hrms accounting payroll erp implementation go live support documenting user requirement developing specification customization integrating module integration testing extending post golive support including training support endusers drafting functional requirement erp system represent process function involved guiding user using various module management various functional issue delivering awareness various report available erp system day day transaction mi reporting department system audit better result follow ups observation developing designing report using ireport crystal report,4.844187086458591,7.015075376884422,2.302585092994046,0,1,2,2,5.298317366548036,0.6331658291457286
405,business analyst,key requirement gathering requirement analysis design specification client communication system documentation problem solving sdlc operating system window o unix linuxubuntu language java c web language javascript html tool citrix software system architect quality center tortoise svn door artifact viewer jformdesigner jira microsoft microsoft office m excel m powerpoint m visio autocad vlsi mscit certified education detail electronics mumbai maharashtra mumbai university maharashtra state board business analyst business analyst intertek india pvt ltd skill detail sdlc exprience month visio exprience month requirement gathering exprience month documentation exprience less year month functional testing exprience less year month business analysis exprience less year month jira exprience less year monthscompany detail company intertek india pvt ltd business analyst key include requirement gathering requirement analysis documentation like frd creation providing kt session team client communication gap analysis company intertek india pvt ltd requirement gathering business creating frds vendor interaction functional technical discipline creating plan walkthrough team regarding requirement change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define way improvement enhancement defect analysis clarifying functional query team member developer creating uat test case executing test management test data creation test case writing test case execution manual regression test various stage sdlc detail inlight till date platform net inlight supplier risk assessment application inlight application designed assess supplier within supply chain application board importer exporter supplier based role perform questionnaire assigned fill questionnaire basis answer scoring methodology defined supplier assessed critical high medium low help assessing risk involved working certain supplier supply chain beyond completed internship lt attended logistics business school training germany certified german language travelled onsite business meeting discussion client personal dossier company allcargo india pvt ltd frd creation client communication vendor management product walk team company allcargo india pvt ltd requirement gathering business creating brds fsds vendor interaction functional technical discipline creating plan analyzing business requirement defining consistent correct complete specification change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define way improvement enhancement defect analysis clarifying functional query team member developer prepare requirement document user manual test case training material test management test data creation test case writing test case execution manual regression test various stage sdlc detail crm platform microsoft crm sale management system crm software solution specially designed handling sale management product provided microsoft help tracking sale company activity salesperson view customer account basically help get overall status view various business company achieving different customer platform salesperson provides detail lead opportunity account business available cloud credit risk platform net credit risk customer credit check management system credit risk software solution specially designed checking credit status customer business gained software basically designed take kyc consent customer customer provide consent credit report monitoring report obtained credit bureau based report customer health determined business either discontinued company capgemini india pvt ltd client db schenker analyzing business requirement defining consistent correct complete specification change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define way improvement enhancement defect analysis clarifying functional query team member developer prepare requirement document user manual test case training material impart business process knowledge transfer team member prepare business functional process workflow using visio uml etc working knowledge ooad object oriented analysis design concept helping junior ba supervising tool application system architect door uml design concept hp quality center mwb jformdesigner test management test data creation test case writing test case execution manual regression test various stage sdlc detail company capgemini india pvt ltd platform java tango sea air cargo management system tango software solution specially designed handling sea air cargo import export management tango manages creation shipment tracking shipment via multiple service leg ie pickup delivery leg etc help managing end end shipment respect entire department involvement globally company capgemini india pvt ltd,5.58724865840025,6.8312101910828025,2.9444389791664403,1,1,5,5,6.444131256700441,0.42356687898089174
406,business analyst,area exposure modeling tool bizagi m visio prototyping tool indigo studio documentation m office m word m excel m power point testing proficiency smoke sanity integration functional acceptance ui methodology implemented waterfall agile scrum database sql testing tool hpqc business exposure education detail bachelor computer engineering computer engineering mumbai maharashtra thadomal shahani engineering college diploma computer engineering ulhasnagar maharashtra institute technology secondary school certificate ulhasnagar maharashtra new english high school senior business analyst rpa senior business analyst rpa hexaware technology skill detail documentation exprience month testing exprience month integration exprience month integrator exprience month prototype exprience monthscompany detail company hexaware technology working rpa business analyst company bbh brown brother harriman co private bank provides commercial banking investment management brokerage trust service private company individual also performs merger advisory foreign exchange custody service commercial banking corporate financing service performed automation assessment various process identified process candidate rpa conducting assessment involves initial understanding existing system technology process usage tool feasibility tool automation tool along automation roi analysis preparing automation potential sheet describes step process volume frequency transaction aht taken sme perform process depending step could automated automation potential manual effort saved calculated calculating complexity process considered automation depending factor number bot number automation tool license determined implementing proof concept poc validate feasibility executing selected critical use case conducting poc help identify financial operational benefit provide recommendation regarding actual need complete automation gathering business requirement conducting detailed interview business user stakeholder subject matter expert smes preparing business requirement document converted business requirement functional requirement specification constructing prototype early toward design acceptable customer feasible assisting designing test plan test scenario test case integration regression user acceptance testing uat improve overall quality automation participating regularly walkthroughs review meeting manager qa engineer development team regularly interacting offshore onshore development team company fadv first advantage criminal background check company delivers global solution ranging employment screening background check following process covered email process research process review process requirement gathering conducting interview brainstorming session stakeholder develop decision model execute rule per use case specification testvalidate decision model document test data maintain enhance decision model change regulation per use case specification responsible performing business research make business growth developing clear understanding existing business function process effectively communicate onsite client query suggestion update giving suggestion enhance current process identifying area process improvement flagging potential problem early stage preparing powerpoint presentation document business meeting using information gathered write detailed report highlighting risk issue could impact delivery able accurately develop maintain documentation internal team training client end user operation efficiently team member across team mentor train junior team member company clinical testing lab diagnostic testing iqvia provides service customer includes clinical testing lab diagnostic testing clinical trial customer need pay iqvia aging detail invoice generated following process covered tracking payment automated real time metric reporting dashboard past due notification ar statement creditrebill conducting meeting client key stakeholder gather requirement analyze finalize formal signoffs approver gather perform analysis business requirement translating business requirement business requirement document brd functional requirement document frd facilitating meeting appropriate subject matter expert business technology team coordinating business user community execution user acceptance test well tracking issue working collaborating coordinating offshore onsite team member fulfill ba initiation postimplementation reviewing test script business user well technology team execute test script expected result system integration test sit user acceptance test uat coordinating conducting production acceptance testing pat business user creating flow diagram structure chart type system process representation managing change requirement baseline change control process utilizing standard method design testing tool throughout development life cycle closely operational functional team operation management personnel various technology team facilitate shared understanding requirement priority across area company eduavenir solution mbms mbms inventory management application allows user manage inventory detail different warehouse different product located various location help extract good procured sold returned customer generates automated invoicesalong withcustomized report also managescustomer complaint resolution system implementation along automated mi monthly basissales forecastingis also developed mi system streamlining process warehousing dispatch along online proof delivery management system pod documentation generated participate requirement gathering discussion client understand flow business process analyze requirement determine core process develop process documentation ensure stay uptodate conjunction ongoing change participate process flow analysis preparing brd sr coordinating developer designer operation team various nuance communicate stakeholder requirement requirement enhancement implementation finally deliver within estimated timeframe support uat reviewing test case manage version control document software build coordinate stakeholder uat sign coordinate internally production movement till golive stage application provide demo training internal end user using powerpoint presentation resolving functional technical issue uat prioritizing production bug resolving within estimated timeframe preparing status report production bug status stakeholder promoting networking online trading platform designing query sheet obtaining comparison quote various vendor development product code material code inventory management master data management company capgemini head office type mobile device testing duration follet application take electronic request user book requires particular follet store detailed information book include name book price date transaction party involved sent follet store user create request one book given date request processed user get mail date provided book understanding need business requirement preparing brd sr eliciting requirement client smes understanding dependency module system preparation test plan unit level integration level preparation execution test case defect tracking issue resolution risk monitoring status tracking reporting followup preparation test completion report company capgemini head office company capgemini head office humana health care insurance u deal supplying various medicine citizen per doctor reference patient insurance policy application keep track medicine user consumed past generates patient history citizen given drug doctor reference doctor information also linked patient history understanding requirement getting clarification client involved writing test case based test scenario execute ensuring test coverage using requirement traceability matrix rtm preparation test completion report company capgemini head office testing trend wqr world quality report application allows user take survey different method technology used testing user choose answer type question three different category user facility search view export data excel also user get daily weekly report email new trend testing implemented around globe testing trend wqr app available android io platform understanding requirement getting clarification client writing test case based test scenario executed performing different type testing functional integration system uat defect resolution maintenance application,6.246106765481563,7.239726027397261,3.1780538303479458,1,1,3,3,6.930494765951626,0.5039138943248532
407,business analyst,technological knowledge computer window platform fluency msoffice application excel word powerpoint etc html java php attribute hardworking towards achieving goal good communication quick learner good interpersonal relationeducation detail mm mumbai maharashtra university mumbai mm management mumbai maharashtra university mumbai bsc bandra maharashtra rivzi college hsc bandra maharashtra st andrew college hsc allana junior college ssc canossa high school ssc maharashtra state board business analyst business analyst mass group company skill detail excel exprience month html exprience month java exprience month php exprience month powerpoint exprience monthscompany detail company mass group company key role analyst manage risk provide risk management process liaise area coordinate interdependency resolve issue analyse map business process guide stakeholder devising effective efficient approach achieving objective preparation various derivable ie business requirement functional requirement report specification company commversion pvtltd employee satisfaction report evaluate overall internal audit maintain timesheet validation set simple performance driven compensation strategy police,4.6443908991413725,7.108108108108108,2.302585092994046,1,1,0,3,5.003946305945459,0.6959459459459459
408,business analyst,education detail tybcom commerce mumbai business analyst business analyst skill detail company detail company motilal oswal business analyst handling operation institutional equity maintain daily mi excel cag research derivative sale team preparing auto dashboard research sale trading team working excel macro create innovative report working block related data working bd fund different geo working investor corporate meeting track corporate block fund interest sector company fss maintain prepare cash indent cash report cash position cash planning maintain daily mi excel provide complete information mi atm maintain prepare cash indent cash report cash position cash planning coordinate bank cash department coordinate custodian degree course year passing grade institute university board percentage company angel broking reporting assistant manager sr manger handling team quality assurance team member maintain daily mi excel team productivity maintain prepare repots adding comment remark mailing client modification given number mailing report different branch coordinating rm provide complete information script client,4.543294782270004,6.47682119205298,1.791759469228055,0,1,0,1,5.0238805208462765,0.6158940397350994
409,business analyst,key requirement gathering requirement analysis design specification client communication system documentation problem solving sdlc operating system window o unix linuxubuntu language java c web language javascript html tool citrix software system architect quality center tortoise svn door artifact viewer jformdesigner jira microsoft microsoft office m excel m powerpoint m visio autocad vlsi mscit certified education detail electronics mumbai maharashtra mumbai university maharashtra state board business analyst business analyst intertek india pvt ltd skill detail sdlc exprience month visio exprience month requirement gathering exprience month documentation exprience less year month functional testing exprience less year month business analysis exprience less year month jira exprience less year monthscompany detail company intertek india pvt ltd business analyst key include requirement gathering requirement analysis documentation like frd creation providing kt session team client communication gap analysis company intertek india pvt ltd requirement gathering business creating frds vendor interaction functional technical discipline creating plan walkthrough team regarding requirement change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define way improvement enhancement defect analysis clarifying functional query team member developer creating uat test case executing test management test data creation test case writing test case execution manual regression test various stage sdlc detail inlight till date platform net inlight supplier risk assessment application inlight application designed assess supplier within supply chain application board importer exporter supplier based role perform questionnaire assigned fill questionnaire basis answer scoring methodology defined supplier assessed critical high medium low help assessing risk involved working certain supplier supply chain beyond completed internship lt attended logistics business school training germany certified german language travelled onsite business meeting discussion client personal dossier company allcargo india pvt ltd frd creation client communication vendor management product walk team company allcargo india pvt ltd requirement gathering business creating brds fsds vendor interaction functional technical discipline creating plan analyzing business requirement defining consistent correct complete specification change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define way improvement enhancement defect analysis clarifying functional query team member developer prepare requirement document user manual test case training material test management test data creation test case writing test case execution manual regression test various stage sdlc detail crm platform microsoft crm sale management system crm software solution specially designed handling sale management product provided microsoft help tracking sale company activity salesperson view customer account basically help get overall status view various business company achieving different customer platform salesperson provides detail lead opportunity account business available cloud credit risk platform net credit risk customer credit check management system credit risk software solution specially designed checking credit status customer business gained software basically designed take kyc consent customer customer provide consent credit report monitoring report obtained credit bureau based report customer health determined business either discontinued company capgemini india pvt ltd client db schenker analyzing business requirement defining consistent correct complete specification change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define way improvement enhancement defect analysis clarifying functional query team member developer prepare requirement document user manual test case training material impart business process knowledge transfer team member prepare business functional process workflow using visio uml etc working knowledge ooad object oriented analysis design concept helping junior ba supervising tool application system architect door uml design concept hp quality center mwb jformdesigner test management test data creation test case writing test case execution manual regression test various stage sdlc detail company capgemini india pvt ltd platform java tango sea air cargo management system tango software solution specially designed handling sea air cargo import export management tango manages creation shipment tracking shipment via multiple service leg ie pickup delivery leg etc help managing end end shipment respect entire department involvement globally company capgemini india pvt ltd,5.58724865840025,6.8312101910828025,2.9444389791664403,1,1,5,5,6.444131256700441,0.42356687898089174
410,business analyst,area exposure modeling tool bizagi m visio prototyping tool indigo studio documentation m office m word m excel m power point testing proficiency smoke sanity integration functional acceptance ui methodology implemented waterfall agile scrum database sql testing tool hpqc business exposure education detail bachelor computer engineering computer engineering mumbai maharashtra thadomal shahani engineering college diploma computer engineering ulhasnagar maharashtra institute technology secondary school certificate ulhasnagar maharashtra new english high school senior business analyst rpa senior business analyst rpa hexaware technology skill detail documentation exprience month testing exprience month integration exprience month integrator exprience month prototype exprience monthscompany detail company hexaware technology working rpa business analyst company bbh brown brother harriman co private bank provides commercial banking investment management brokerage trust service private company individual also performs merger advisory foreign exchange custody service commercial banking corporate financing service performed automation assessment various process identified process candidate rpa conducting assessment involves initial understanding existing system technology process usage tool feasibility tool automation tool along automation roi analysis preparing automation potential sheet describes step process volume frequency transaction aht taken sme perform process depending step could automated automation potential manual effort saved calculated calculating complexity process considered automation depending factor number bot number automation tool license determined implementing proof concept poc validate feasibility executing selected critical use case conducting poc help identify financial operational benefit provide recommendation regarding actual need complete automation gathering business requirement conducting detailed interview business user stakeholder subject matter expert smes preparing business requirement document converted business requirement functional requirement specification constructing prototype early toward design acceptable customer feasible assisting designing test plan test scenario test case integration regression user acceptance testing uat improve overall quality automation participating regularly walkthroughs review meeting manager qa engineer development team regularly interacting offshore onshore development team company fadv first advantage criminal background check company delivers global solution ranging employment screening background check following process covered email process research process review process requirement gathering conducting interview brainstorming session stakeholder develop decision model execute rule per use case specification testvalidate decision model document test data maintain enhance decision model change regulation per use case specification responsible performing business research make business growth developing clear understanding existing business function process effectively communicate onsite client query suggestion update giving suggestion enhance current process identifying area process improvement flagging potential problem early stage preparing powerpoint presentation document business meeting using information gathered write detailed report highlighting risk issue could impact delivery able accurately develop maintain documentation internal team training client end user operation efficiently team member across team mentor train junior team member company clinical testing lab diagnostic testing iqvia provides service customer includes clinical testing lab diagnostic testing clinical trial customer need pay iqvia aging detail invoice generated following process covered tracking payment automated real time metric reporting dashboard past due notification ar statement creditrebill conducting meeting client key stakeholder gather requirement analyze finalize formal signoffs approver gather perform analysis business requirement translating business requirement business requirement document brd functional requirement document frd facilitating meeting appropriate subject matter expert business technology team coordinating business user community execution user acceptance test well tracking issue working collaborating coordinating offshore onsite team member fulfill ba initiation postimplementation reviewing test script business user well technology team execute test script expected result system integration test sit user acceptance test uat coordinating conducting production acceptance testing pat business user creating flow diagram structure chart type system process representation managing change requirement baseline change control process utilizing standard method design testing tool throughout development life cycle closely operational functional team operation management personnel various technology team facilitate shared understanding requirement priority across area company eduavenir solution mbms mbms inventory management application allows user manage inventory detail different warehouse different product located various location help extract good procured sold returned customer generates automated invoicesalong withcustomized report also managescustomer complaint resolution system implementation along automated mi monthly basissales forecastingis also developed mi system streamlining process warehousing dispatch along online proof delivery management system pod documentation generated participate requirement gathering discussion client understand flow business process analyze requirement determine core process develop process documentation ensure stay uptodate conjunction ongoing change participate process flow analysis preparing brd sr coordinating developer designer operation team various nuance communicate stakeholder requirement requirement enhancement implementation finally deliver within estimated timeframe support uat reviewing test case manage version control document software build coordinate stakeholder uat sign coordinate internally production movement till golive stage application provide demo training internal end user using powerpoint presentation resolving functional technical issue uat prioritizing production bug resolving within estimated timeframe preparing status report production bug status stakeholder promoting networking online trading platform designing query sheet obtaining comparison quote various vendor development product code material code inventory management master data management company capgemini head office type mobile device testing duration follet application take electronic request user book requires particular follet store detailed information book include name book price date transaction party involved sent follet store user create request one book given date request processed user get mail date provided book understanding need business requirement preparing brd sr eliciting requirement client smes understanding dependency module system preparation test plan unit level integration level preparation execution test case defect tracking issue resolution risk monitoring status tracking reporting followup preparation test completion report company capgemini head office company capgemini head office humana health care insurance u deal supplying various medicine citizen per doctor reference patient insurance policy application keep track medicine user consumed past generates patient history citizen given drug doctor reference doctor information also linked patient history understanding requirement getting clarification client involved writing test case based test scenario execute ensuring test coverage using requirement traceability matrix rtm preparation test completion report company capgemini head office testing trend wqr world quality report application allows user take survey different method technology used testing user choose answer type question three different category user facility search view export data excel also user get daily weekly report email new trend testing implemented around globe testing trend wqr app available android io platform understanding requirement getting clarification client writing test case based test scenario executed performing different type testing functional integration system uat defect resolution maintenance application,6.246106765481563,7.239726027397261,3.1780538303479458,1,1,3,3,6.930494765951626,0.5039138943248532
